"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"祖母","そぼ","n","할머니","reading","2"
"祖母","そぼ","n","할머니","meaning_to_japanese","2"
"祖母","そぼ","n","할머니","japanese_to_meaning","2"
"それ","","pron","그것","meaning_to_japanese","2"
"それ","","pron","그것","japanese_to_meaning","2"
"存在","そんざい","n/v","존재","reading","2"
"存在","そんざい","n/v","존재","meaning_to_japanese","2"
"存在","そんざい","n/v","존재","japanese_to_meaning","2"
"卒業","そつぎょう","n/v","졸업","reading","2"
"卒業","そつぎょう","n/v","졸업","meaning_to_japanese","2"
"卒業","そつぎょう","n/v","졸업","japanese_to_meaning","2"
"空","そら","n","하늘","reading","1"
"空","そら","n","하늘","meaning_to_japanese","1"
"空","そら","n","하늘","japanese_to_meaning","1"
"そんな","","det","그런","meaning_to_japanese","2"
"そんな","","det","그런","japanese_to_meaning","2"
"対","たい","n","대","reading","1"
"対","たい","n","대","meaning_to_japanese","1"
"対","たい","n","대","japanese_to_meaning","1"
"大学","だいがく","n","대학","reading","2"
"大学","だいがく","n","대학","meaning_to_japanese","2"
"大学","だいがく","n","대학","japanese_to_meaning","2"
"代表","だいひょう","n/v","대표","reading","2"
"代表","だいひょう","n/v","대표","meaning_to_japanese","2"
"代表","だいひょう","n/v","대표","japanese_to_meaning","2"
"大丈夫","だいじょうぶ","na-adj","괜찮은","reading","2"
"大丈夫","だいじょうぶ","na-adj","괜찮은","meaning_to_japanese","2"
"大丈夫","だいじょうぶ","na-adj","괜찮은","japanese_to_meaning","2"
"大好き","だいすき","na-adj","매우 좋아하는","reading","2"
"大好き","だいすき","na-adj","매우 좋아하는","meaning_to_japanese","2"
"大好き","だいすき","na-adj","매우 좋아하는","japanese_to_meaning","2"
"台所","だいどころ","n","부엌","reading","2"
"台所","だいどころ","n","부엌","meaning_to_japanese","2"
"台所","だいどころ","n","부엌","japanese_to_meaning","2"
"大変","たいへん","na-adj/adv","힘든, 매우","reading","2"
"大変","たいへん","na-adj/adv","힘든, 매우","meaning_to_japanese","2"
"大変","たいへん","na-adj/adv","힘든, 매우","japanese_to_meaning","2"
"大切","たいせつ","na-adj","소중한","reading","2"
"大切","たいせつ","na-adj","소중한","meaning_to_japanese","2"
"大切","たいせつ","na-adj","소중한","japanese_to_meaning","2"
"退院","たいいん","n/v","퇴원","reading","2"
"退院","たいいん","n/v","퇴원","meaning_to_japanese","2"
"退院","たいいん","n/v","퇴원","japanese_to_meaning","2"
"態度","たいど","n","태도","reading","2"
"態度","たいど","n","태도","meaning_to_japanese","2"
"態度","たいど","n","태도","japanese_to_meaning","2"
"太陽","たいよう","n","태양","reading","2"
"太陽","たいよう","n","태양","meaning_to_japanese","2"
"太陽","たいよう","n","태양","japanese_to_meaning","2"
"高い","たかい","i-adj","높다, 비싸다","reading","2"
"高い","たかい","i-adj","높다, 비싸다","meaning_to_japanese","2"
"高い","たかい","i-adj","높다, 비싸다","japanese_to_meaning","2"
"たくさん","","adv","많이","meaning_to_japanese","3"
"たくさん","","adv","많이","japanese_to_meaning","3"
"宅急便","たっきゅうびん","n","택배","reading","2"
"宅急便","たっきゅうびん","n","택배","meaning_to_japanese","2"
"宅急便","たっきゅうびん","n","택배","japanese_to_meaning","2"
"立つ","たつ","v","서다","reading","2"
"立つ","たつ","v","서다","meaning_to_japanese","2"
"立つ","たつ","v","서다","japanese_to_meaning","2"
"達する","たっする","v","달하다","reading","2"
"達する","たっする","v","달하다","meaning_to_japanese","2"
"達する","たっする","v","달하다","japanese_to_meaning","2"
"建物","たてもの","n","건물","reading","2"
"建物","たてもの","n","건물","meaning_to_japanese","2"
"建物","たてもの","n","건물","japanese_to_meaning","2"
"例えば","たとえば","adv","예를 들어","reading","2"
"例えば","たとえば","adv","예를 들어","meaning_to_japanese","2"
"例えば","たとえば","adv","예를 들어","japanese_to_meaning","2"
"楽しい","たのしい","i-adj","즐겁다","reading","2"
"楽しい","たのしい","i-adj","즐겁다","meaning_to_japanese","2"
"楽しい","たのしい","i-adj","즐겁다","japanese_to_meaning","2"
"楽しむ","たのしむ","v","즐기다","reading","2"
"楽しむ","たのしむ","v","즐기다","meaning_to_japanese","2"
"楽しむ","たのしむ","v","즐기다","japanese_to_meaning","2"
"頼む","たのむ","v","부탁하다","reading","2"
"頼む","たのむ","v","부탁하다","meaning_to_japanese","2"
"頼む","たのむ","v","부탁하다","japanese_to_meaning","2"
"食べ物","たべもの","n","음식","reading","2"
"食べ物","たべもの","n","음식","meaning_to_japanese","2"
"食べ物","たべもの","n","음식","japanese_to_meaning","2"
"食べる","たべる","v","먹다","reading","2"
"食べる","たべる","v","먹다","meaning_to_japanese","2"
"食べる","たべる","v","먹다","japanese_to_meaning","2"
"たまご","たまご","n","달걀","reading","2"
"たまご","たまご","n","달걀","meaning_to_japanese","2"
"たまご","たまご","n","달걀","japanese_to_meaning","2"
"偶に","たまに","adv","가끔","reading","2"
"偶に","たまに","adv","가끔","meaning_to_japanese","2"
"偶に","たまに","adv","가끔","japanese_to_meaning","2"
"だめ","","na-adj","안 되는","meaning_to_japanese","2"
"だめ","","na-adj","안 되는","japanese_to_meaning","2"
"足りる","たりる","v","충분하다","reading","2"
"足りる","たりる","v","충분하다","meaning_to_japanese","2"
"足りる","たりる","v","충분하다","japanese_to_meaning","2"
"誰","だれ","pron","누구","reading","2"
"誰","だれ","pron","누구","meaning_to_japanese","2"
"誰","だれ","pron","누구","japanese_to_meaning","2"
"段々","だんだん","adv","점점","reading","2"
"段々","だんだん","adv","점점","meaning_to_japanese","2"
"段々","だんだん","adv","점점","japanese_to_meaning","2"
"誕生日","たんじょうび","n","생일","reading","2"
"誕生日","たんじょうび","n","생일","meaning_to_japanese","2"
"誕生日","たんじょうび","n","생일","japanese_to_meaning","2"
"男性","だんせい","n","남성","reading","2"
"男性","だんせい","n","남성","meaning_to_japanese","2"
"男性","だんせい","n","남성","japanese_to_meaning","2"
"単純","たんじゅん","na-adj","단순한","reading","2"
"単純","たんじゅん","na-adj","단순한","meaning_to_japanese","2"
"単純","たんじゅん","na-adj","단순한","japanese_to_meaning","2"
"小さい","ちいさい","i-adj","작다","reading","2"
"小さい","ちいさい","i-adj","작다","meaning_to_japanese","2"
"小さい","ちいさい","i-adj","작다","japanese_to_meaning","2"
"力","ちから","n","힘","reading","1"
"力","ちから","n","힘","meaning_to_japanese","1"
"力","ちから","n","힘","japanese_to_meaning","1"
"近い","ちかい","i-adj","가깝다","reading","2"
"近い","ちかい","i-adj","가깝다","meaning_to_japanese","2"
"近い","ちかい","i-adj","가깝다","japanese_to_meaning","2"
"地下鉄","ちかてつ","n","지하철","reading","2"
"地下鉄","ちかてつ","n","지하철","meaning_to_japanese","2"
"地下鉄","ちかてつ","n","지하철","japanese_to_meaning","2"
"誓う","ちかう","v","맹세하다","reading","2"
"誓う","ちかう","v","맹세하다","meaning_to_japanese","2"
"誓う","ちかう","v","맹세하다","japanese_to_meaning","2"
"近く","ちかく","n/adv","근처","reading","2"
"近く","ちかく","n/adv","근처","meaning_to_japanese","2"
"近く","ちかく","n/adv","근처","japanese_to_meaning","2"
"違う","ちがう","v","다르다","reading","2"
"違う","ちがう","v","다르다","meaning_to_japanese","2"
"違う","ちがう","v","다르다","japanese_to_meaning","2"
"地球","ちきゅう","n","지구","reading","2"
"地球","ちきゅう","n","지구","meaning_to_japanese","2"
"地球","ちきゅう","n","지구","japanese_to_meaning","2"
"知識","ちしき","n","지식","reading","2"
"知識","ちしき","n","지식","meaning_to_japanese","2"
"知識","ちしき","n","지식","japanese_to_meaning","2"
"地図","ちず","n","지도","reading","2"
"地図","ちず","n","지도","meaning_to_japanese","2"
"地図","ちず","n","지도","japanese_to_meaning","2"
"父","ちち","n","아버지","reading","1"
"父","ちち","n","아버지","meaning_to_japanese","1"
"父","ちち","n","아버지","japanese_to_meaning","1"
"茶色","ちゃいろ","n","갈색","reading","2"
"茶色","ちゃいろ","n","갈색","meaning_to_japanese","2"
"茶色","ちゃいろ","n","갈색","japanese_to_meaning","2"
"ちゃんと","","adv","제대로","meaning_to_japanese","3"
"ちゃんと","","adv","제대로","japanese_to_meaning","3"
"中学校","ちゅうがっこう","n","중학교","reading","2"
"中学校","ちゅうがっこう","n","중학교","meaning_to_japanese","2"
"中学校","ちゅうがっこう","n","중학교","japanese_to_meaning","2"
"注意","ちゅうい","n/v","주의","reading","2"
"注意","ちゅうい","n/v","주의","meaning_to_japanese","2"
"注意","ちゅうい","n/v","주의","japanese_to_meaning","2"
"駐車場","ちゅうしゃじょう","n","주차장","reading","2"
"駐車場","ちゅうしゃじょう","n","주차장","meaning_to_japanese","2"
"駐車場","ちゅうしゃじょう","n","주차장","japanese_to_meaning","2"
"注文","ちゅうもん","n/v","주문","reading","2"
"注文","ちゅうもん","n/v","주문","meaning_to_japanese","2"
"注文","ちゅうもん","n/v","주문","japanese_to_meaning","2"
"治療","ちりょう","n/v","치료","reading","2"
"治療","ちりょう","n/v","치료","meaning_to_japanese","2"
"治療","ちりょう","n/v","치료","japanese_to_meaning","2"
"丁度","ちょうど","adv","정확히","reading","2"
"丁度","ちょうど","adv","정확히","meaning_to_japanese","2"
"丁度","ちょうど","adv","정확히","japanese_to_meaning","2"
"調査","ちょうさ","n/v","조사","reading","2"
"調査","ちょうさ","n/v","조사","meaning_to_japanese","2"
"調査","ちょうさ","n/v","조사","japanese_to_meaning","2"
"貯金","ちょきん","n/v","저금","reading","2"
"貯金","ちょきん","n/v","저금","meaning_to_japanese","2"
"貯金","ちょきん","n/v","저금","japanese_to_meaning","2"
"直接","ちょくせつ","na-adj/adv","직접","reading","2"
"直接","ちょくせつ","na-adj/adv","직접","meaning_to_japanese","2"
"直接","ちょくせつ","na-adj/adv","직접","japanese_to_meaning","2"
"使う","つかう","v","사용하다","reading","2"
"使う","つかう","v","사용하다","meaning_to_japanese","2"
"使う","つかう","v","사용하다","japanese_to_meaning","2"
"捕まる","つかまる","v","잡히다","reading","3"
"捕まる","つかまる","v","잡히다","meaning_to_japanese","3"
"捕まる","つかまる","v","잡히다","japanese_to_meaning","3"
"疲れる","つかれる","v","피곤하다","reading","3"
"疲れる","つかれる","v","피곤하다","meaning_to_japanese","3"
"疲れる","つかれる","v","피곤하다","japanese_to_meaning","3"
"着く","つく","v","도착하다","reading","2"
"着く","つく","v","도착하다","meaning_to_japanese","2"
"着く","つく","v","도착하다","japanese_to_meaning","2"
"作る","つくる","v","만들다","reading","2"
"作る","つくる","v","만들다","meaning_to_japanese","2"
"作る","つくる","v","만들다","japanese_to_meaning","2"
"机","つくえ","n","책상","reading","1"
"机","つくえ","n","책상","meaning_to_japanese","1"
"机","つくえ","n","책상","japanese_to_meaning","1"
"続ける","つづける","v","계속하다","reading","3"
"続ける","つづける","v","계속하다","meaning_to_japanese","3"
"続ける","つづける","v","계속하다","japanese_to_meaning","3"
"続く","つづく","v","계속되다","reading","2"
"続く","つづく","v","계속되다","meaning_to_japanese","2"
"続く","つづく","v","계속되다","japanese_to_meaning","2"
"包む","つつむ","v","싸다","reading","2"
"包む","つつむ","v","싸다","meaning_to_japanese","2"
"包む","つつむ","v","싸다","japanese_to_meaning","2"
"妻","つま","n","아내","reading","1"
"妻","つま","n","아내","meaning_to_japanese","1"
"妻","つま","n","아내","japanese_to_meaning","1"
"つまらない","","i-adj","재미없다","meaning_to_japanese","2"
"つまらない","","i-adj","재미없다","japanese_to_meaning","2"
"積む","つむ","v","쌓다","reading","2"
"積む","つむ","v","쌓다","meaning_to_japanese","2"
"積む","つむ","v","쌓다","japanese_to_meaning","2"
"冷たい","つめたい","i-adj","차갑다","reading","2"
"冷たい","つめたい","i-adj","차갑다","meaning_to_japanese","2"
"冷たい","つめたい","i-adj","차갑다","japanese_to_meaning","2"
"強い","つよい","i-adj","강하다","reading","2"
"強い","つよい","i-adj","강하다","meaning_to_japanese","2"
"強い","つよい","i-adj","강하다","japanese_to_meaning","2"
"釣り","つり","n","낚시","reading","2"
"釣り","つり","n","낚시","meaning_to_japanese","2"
"釣り","つり","n","낚시","japanese_to_meaning","2"
"連れる","つれる","v","데리고 가다","reading","3"
"連れる","つれる","v","데리고 가다","meaning_to_japanese","3"
"連れる","つれる","v","데리고 가다","japanese_to_meaning","3"
"連れて行く","つれていく","v","데리고 가다","reading","3"
"連れて行く","つれていく","v","데리고 가다","meaning_to_japanese","3"
"連れて行く","つれていく","v","데리고 가다","japanese_to_meaning","3"
"手","て","n","손","reading","1"
"手","て","n","손","meaning_to_japanese","1"
"手","て","n","손","japanese_to_meaning","1"
"テーブル","","n","테이블","meaning_to_japanese","2"
"テーブル","","n","테이블","japanese_to_meaning","2"
"出かける","でかける","v","외출하다","reading","3"
"出かける","でかける","v","외출하다","meaning_to_japanese","3"
"出かける","でかける","v","외출하다","japanese_to_meaning","3"
"手紙","てがみ","n","편지","reading","2"
"手紙","てがみ","n","편지","meaning_to_japanese","2"
"手紙","てがみ","n","편지","japanese_to_meaning","2"
"適当","てきとう","na-adj","적당한","reading","2"
"適当","てきとう","na-adj","적당한","meaning_to_japanese","2"
"適当","てきとう","na-adj","적당한","japanese_to_meaning","2"
"できる","","v","할 수 있다","meaning_to_japanese","3"
"できる","","v","할 수 있다","japanese_to_meaning","3"
"出来るだけ","できるだけ","adv","가능한 한","reading","3"
"出来るだけ","できるだけ","adv","가능한 한","meaning_to_japanese","3"
"出来るだけ","できるだけ","adv","가능한 한","japanese_to_meaning","3"
"出口","でぐち","n","출구","reading","2"
"出口","でぐち","n","출구","meaning_to_japanese","2"
"出口","でぐち","n","출구","japanese_to_meaning","2"
"手伝う","てつだう","v","도와주다","reading","3"
"手伝う","てつだう","v","도와주다","meaning_to_japanese","3"
"手伝う","てつだう","v","도와주다","japanese_to_meaning","3"
"鉄","てつ","n","철","reading","1"
"鉄","てつ","n","철","meaning_to_japanese","1"
"鉄","てつ","n","철","japanese_to_meaning","1"
"テニス","","n","테니스","meaning_to_japanese","2"
"テニス","","n","테니스","japanese_to_meaning","2"
"出る","でる","v","나오다","reading","2"
"出る","でる","v","나오다","meaning_to_japanese","2"
"出る","でる","v","나오다","japanese_to_meaning","2"
"テレビ","","n","텔레비전","meaning_to_japanese","2"
"テレビ","","n","텔레비전","japanese_to_meaning","2"
"電気","でんき","n","전기","reading","2"
"電気","でんき","n","전기","meaning_to_japanese","2"
"電気","でんき","n","전기","japanese_to_meaning","2"
"天気","てんき","n","날씨","reading","2"
"天気","てんき","n","날씨","meaning_to_japanese","2"
"天気","てんき","n","날씨","japanese_to_meaning","2"
"電車","でんしゃ","n","전차","reading","2"
"電車","でんしゃ","n","전차","meaning_to_japanese","2"
"電車","でんしゃ","n","전차","japanese_to_meaning","2"
"電話","でんわ","n","전화","reading","2"
"電話","でんわ","n","전화","meaning_to_japanese","2"
"電話","でんわ","n","전화","japanese_to_meaning","2"
"展示","てんじ","n/v","전시","reading","2"
"展示","てんじ","n/v","전시","meaning_to_japanese","2"
"展示","てんじ","n/v","전시","japanese_to_meaning","2"
"ドア","","n","문","meaning_to_japanese","1"
"ドア","","n","문","japanese_to_meaning","1"
"トイレ","","n","화장실","meaning_to_japanese","2"
"トイレ","","n","화장실","japanese_to_meaning","2"
"到着","とうちゃく","n/v","도착","reading","2"
"到着","とうちゃく","n/v","도착","meaning_to_japanese","2"
"到着","とうちゃく","n/v","도착","japanese_to_meaning","2"
"動物","どうぶつ","n","동물","reading","2"
"動物","どうぶつ","n","동물","meaning_to_japanese","2"
"動物","どうぶつ","n","동물","japanese_to_meaning","2"
"どうも","","adv","아무래도, 고마워","meaning_to_japanese","3"
"どうも","","adv","아무래도, 고마워","japanese_to_meaning","3"
"当然","とうぜん","na-adj/adv","당연한","reading","2"
"当然","とうぜん","na-adj/adv","당연한","meaning_to_japanese","2"
"当然","とうぜん","na-adj/adv","당연한","japanese_to_meaning","2"
"遠い","とおい","i-adj","멀다","reading","2"
"遠い","とおい","i-adj","멀다","meaning_to_japanese","2"
"遠い","とおい","i-adj","멀다","japanese_to_meaning","2"
"十","とお","num","열","reading","2"
"十","とお","num","열","meaning_to_japanese","2"
"十","とお","num","열","japanese_to_meaning","2"
"通り","とおり","n","길","reading","2"
"通り","とおり","n","길","meaning_to_japanese","2"
"通り","とおり","n","길","japanese_to_meaning","2"
"通る","とおる","v","통과하다","reading","2"
"通る","とおる","v","통과하다","meaning_to_japanese","2"
"通る","とおる","v","통과하다","japanese_to_meaning","2"
"時々","ときどき","adv","때때로","reading","2"
"時々","ときどき","adv","때때로","meaning_to_japanese","2"
"時々","ときどき","adv","때때로","japanese_to_meaning","2"
"特別","とくべつ","na-adj","특별한","reading","2"
"特別","とくべつ","na-adj","특별한","meaning_to_japanese","2"
"特別","とくべつ","na-adj","특별한","japanese_to_meaning","2"
"特に","とくに","adv","특히","reading","2"
"特に","とくに","adv","특히","meaning_to_japanese","2"
"特に","とくに","adv","특히","japanese_to_meaning","2"
"所","ところ","n","곳","reading","1"
"所","ところ","n","곳","meaning_to_japanese","1"
"所","ところ","n","곳","japanese_to_meaning","1"
"医師","いし","n","의사","reading","2"
"医師","いし","n","의사","meaning_to_japanese","2"
"医師","いし","n","의사","japanese_to_meaning","2"
"年","とし","n","나이, 해","reading","2"
"年","とし","n","나이, 해","meaning_to_japanese","2"
"年","とし","n","나이, 해","japanese_to_meaning","2"
"図書館","としょかん","n","도서관","reading","2"
"図書館","としょかん","n","도서관","meaning_to_japanese","2"
"図書館","としょかん","n","도서관","japanese_to_meaning","2"
"どちら","","pron","어느 쪽","meaning_to_japanese","2"
"どちら","","pron","어느 쪽","japanese_to_meaning","2"
"突然","とつぜん","adv","갑자기","reading","2"
"突然","とつぜん","adv","갑자기","meaning_to_japanese","2"
"突然","とつぜん","adv","갑자기","japanese_to_meaning","2"
"とても","","adv","매우","meaning_to_japanese","3"
"とても","","adv","매우","japanese_to_meaning","3"
"整う","ととのう","v","정돈되다","reading","2"
"整う","ととのう","v","정돈되다","meaning_to_japanese","2"
"整う","ととのう","v","정돈되다","japanese_to_meaning","2"
"隣","となり","n","옆","reading","1"
"隣","となり","n","옆","meaning_to_japanese","1"
"隣","となり","n","옆","japanese_to_meaning","1"
"どの","","det","어느","meaning_to_japanese","2"
"どの","","det","어느","japanese_to_meaning","2"
"飛ぶ","とぶ","v","날다","reading","2"
"飛ぶ","とぶ","v","날다","meaning_to_japanese","2"
"飛ぶ","とぶ","v","날다","japanese_to_meaning","2"
"止まる","とまる","v","멈추다","reading","3"
"止まる","とまる","v","멈추다","meaning_to_japanese","3"
"止まる","とまる","v","멈추다","japanese_to_meaning","3"
"友達","ともだち","n","친구","reading","2"
"友達","ともだち","n","친구","meaning_to_japanese","2"
"友達","ともだち","n","친구","japanese_to_meaning","2"
"土曜日","どようび","n","토요일","reading","2"
"土曜日","どようび","n","토요일","meaning_to_japanese","2"
"土曜日","どようび","n","토요일","japanese_to_meaning","2"
"鳥","とり","n","새","reading","1"
"鳥","とり","n","새","meaning_to_japanese","1"
"鳥","とり","n","새","japanese_to_meaning","1"
"取る","とる","v","취하다, 찍다","reading","2"
"取る","とる","v","취하다, 찍다","meaning_to_japanese","2"
"取る","とる","v","취하다, 찍다","japanese_to_meaning","2"
"どれ","","pron","어느 것","meaning_to_japanese","2"
"どれ","","pron","어느 것","japanese_to_meaning","2"
"どんな","","det","어떤","meaning_to_japanese","2"
"どんな","","det","어떤","japanese_to_meaning","2"
"内","ない","n","안","reading","1"
"内","ない","n","안","meaning_to_japanese","1"
"内","ない","n","안","japanese_to_meaning","1"
"内容","ないよう","n","내용","reading","2"
"内容","ないよう","n","내용","meaning_to_japanese","2"
"内容","ないよう","n","내용","japanese_to_meaning","2"
"長い","ながい","i-adj","길다","reading","2"
"長い","ながい","i-adj","길다","meaning_to_japanese","2"
"長い","ながい","i-adj","길다","japanese_to_meaning","2"
"中","なか","n","안","reading","1"
"中","なか","n","안","meaning_to_japanese","1"
"中","なか","n","안","japanese_to_meaning","1"
"仲","なか","n","사이","reading","1"
"仲","なか","n","사이","meaning_to_japanese","1"
"仲","なか","n","사이","japanese_to_meaning","1"
"鳴く","なく","v","울다","reading","2"
"鳴く","なく","v","울다","meaning_to_japanese","2"
"鳴く","なく","v","울다","japanese_to_meaning","2"
"泣く","なく","v","울다","reading","2"
"泣く","なく","v","울다","meaning_to_japanese","2"
"泣く","なく","v","울다","japanese_to_meaning","2"
"無くす","なくす","v","잃다","reading","2"
"無くす","なくす","v","잃다","meaning_to_japanese","2"
"無くす","なくす","v","잃다","japanese_to_meaning","2"
"なくなる","","v","없어지다","meaning_to_japanese","3"
"なくなる","","v","없어지다","japanese_to_meaning","3"
"投げる","なげる","v","던지다","reading","2"
"投げる","なげる","v","던지다","meaning_to_japanese","2"
"投げる","なげる","v","던지다","japanese_to_meaning","2"
"なさる","","v","하시다","meaning_to_japanese","3"
"なさる","","v","하시다","japanese_to_meaning","3"
"夏","なつ","n","여름","reading","1"
"夏","なつ","n","여름","meaning_to_japanese","1"
"夏","なつ","n","여름","japanese_to_meaning","1"
"夏休み","なつやすみ","n","여름방학","reading","2"
"夏休み","なつやすみ","n","여름방학","meaning_to_japanese","2"
"夏休み","なつやすみ","n","여름방학","japanese_to_meaning","2"
"七","なな","num","일곱","reading","2"
"七","なな","num","일곱","meaning_to_japanese","2"
"七","なな","num","일곱","japanese_to_meaning","2"
"名前","なまえ","n","이름","reading","2"
"名前","なまえ","n","이름","meaning_to_japanese","2"
"名前","なまえ","n","이름","japanese_to_meaning","2"
"何","なに","pron","무엇","reading","2"
"何","なに","pron","무엇","meaning_to_japanese","2"
"何","なに","pron","무엇","japanese_to_meaning","2"
"何か","なにか","pron","뭔가","reading","2"
"何か","なにか","pron","뭔가","meaning_to_japanese","2"
"何か","なにか","pron","뭔가","japanese_to_meaning","2"
"七つ","ななつ","num","일곱 개","reading","2"
"七つ","ななつ","num","일곱 개","meaning_to_japanese","2"
"七つ","ななつ","num","일곱 개","japanese_to_meaning","2"
"習う","ならう","v","배우다","reading","2"
"習う","ならう","v","배우다","meaning_to_japanese","2"
"習う","ならう","v","배우다","japanese_to_meaning","2"
"並ぶ","ならぶ","v","줄서다","reading","2"
"並ぶ","ならぶ","v","줄서다","meaning_to_japanese","2"
"並ぶ","ならぶ","v","줄서다","japanese_to_meaning","2"
"鳴る","なる","v","울리다","reading","2"
"鳴る","なる","v","울리다","meaning_to_japanese","2"
"鳴る","なる","v","울리다","japanese_to_meaning","2"
"成る","なる","v","되다","reading","2"
"成る","なる","v","되다","meaning_to_japanese","2"
"成る","なる","v","되다","japanese_to_meaning","2"
"なるべく","","adv","될 수 있으면","meaning_to_japanese","3"
"なるべく","","adv","될 수 있으면","japanese_to_meaning","3"
"慣れる","なれる","v","익숙해지다","reading","2"
"慣れる","なれる","v","익숙해지다","meaning_to_japanese","2"
"慣れる","なれる","v","익숙해지다","japanese_to_meaning","2"
"何も","なにも","pron","아무것도","reading","2"
"何も","なにも","pron","아무것도","meaning_to_japanese","2"
"何も","なにも","pron","아무것도","japanese_to_meaning","2"
"西","にし","n","서쪽","reading","1"
"西","にし","n","서쪽","meaning_to_japanese","1"
"西","にし","n","서쪽","japanese_to_meaning","1"
"日記","にっき","n","일기","reading","2"
"日記","にっき","n","일기","meaning_to_japanese","2"
"日記","にっき","n","일기","japanese_to_meaning","2"
"入院","にゅういん","n/v","입원","reading","2"
"入院","にゅういん","n/v","입원","meaning_to_japanese","2"
"入院","にゅういん","n/v","입원","japanese_to_meaning","2"
"入学","にゅうがく","n/v","입학","reading","2"
"入学","にゅうがく","n/v","입학","meaning_to_japanese","2"
"入学","にゅうがく","n/v","입학","japanese_to_meaning","2"
"人形","にんぎょう","n","인형","reading","2"
"人形","にんぎょう","n","인형","meaning_to_japanese","2"
"人形","にんぎょう","n","인형","japanese_to_meaning","2"
"認める","みとめる","v","인정하다","reading","3"
"認める","みとめる","v","인정하다","meaning_to_japanese","3"
"認める","みとめる","v","인정하다","japanese_to_meaning","3"
"似る","にる","v","닮다","reading","2"
"似る","にる","v","닮다","meaning_to_japanese","2"
"似る","にる","v","닮다","japanese_to_meaning","2"
"庭","にわ","n","정원","reading","1"
"庭","にわ","n","정원","meaning_to_japanese","1"
"庭","にわ","n","정원","japanese_to_meaning","1"
"人間","にんげん","n","인간","reading","2"
"人間","にんげん","n","인간","meaning_to_japanese","2"
"人間","にんげん","n","인간","japanese_to_meaning","2"
"荷物","にもつ","n","짐","reading","2"
"荷物","にもつ","n","짐","meaning_to_japanese","2"
"荷物","にもつ","n","짐","japanese_to_meaning","2"
"ニュース","","n","뉴스","meaning_to_japanese","2"
"ニュース","","n","뉴스","japanese_to_meaning","2"
"脱ぐ","ぬぐ","v","벗다","reading","2"
"脱ぐ","ぬぐ","v","벗다","meaning_to_japanese","2"
"脱ぐ","ぬぐ","v","벗다","japanese_to_meaning","2"
"盗む","ぬすむ","v","훔치다","reading","2"
"盗む","ぬすむ","v","훔치다","meaning_to_japanese","2"
"盗む","ぬすむ","v","훔치다","japanese_to_meaning","2"
"濡れる","ぬれる","v","젖다","reading","3"
"濡れる","ぬれる","v","젖다","meaning_to_japanese","3"
"濡れる","ぬれる","v","젖다","japanese_to_meaning","3"
"寝る","ねる","v","자다","reading","2"
"寝る","ねる","v","자다","meaning_to_japanese","2"
"寝る","ねる","v","자다","japanese_to_meaning","2"
"眠い","ねむい","i-adj","졸리다","reading","2"
"眠い","ねむい","i-adj","졸리다","meaning_to_japanese","2"
"眠い","ねむい","i-adj","졸리다","japanese_to_meaning","2"
"眠る","ねむる","v","잠들다","reading","2"
"眠る","ねむる","v","잠들다","meaning_to_japanese","2"
"眠る","ねむる","v","잠들다","japanese_to_meaning","2"
"値段","ねだん","n","가격","reading","2"
"値段","ねだん","n","가격","meaning_to_japanese","2"
"値段","ねだん","n","가격","japanese_to_meaning","2"
"猫","ねこ","n","고양이","reading","1"
"猫","ねこ","n","고양이","meaning_to_japanese","1"
"猫","ねこ","n","고양이","japanese_to_meaning","1"
"熱","ねつ","n","열","reading","1"
"熱","ねつ","n","열","meaning_to_japanese","1"
"熱","ねつ","n","열","japanese_to_meaning","1"
"熱い","あつい","i-adj","뜨겁다","reading","2"
"熱い","あつい","i-adj","뜨겁다","meaning_to_japanese","2"
"熱い","あつい","i-adj","뜨겁다","japanese_to_meaning","2"
"年上","としうえ","n","연상","reading","2"
"年上","としうえ","n","연상","meaning_to_japanese","2"
"年上","としうえ","n","연상","japanese_to_meaning","2"
"願う","ねがう","v","바라다","reading","2"
"願う","ねがう","v","바라다","meaning_to_japanese","2"
"願う","ねがう","v","바라다","japanese_to_meaning","2"
"農業","のうぎょう","n","농업","reading","2"
"農業","のうぎょう","n","농업","meaning_to_japanese","2"
"農業","のうぎょう","n","농업","japanese_to_meaning","2"
"能力","のうりょく","n","능력","reading","2"
"能力","のうりょく","n","능력","meaning_to_japanese","2"
"能力","のうりょく","n","능력","japanese_to_meaning","2"
"残る","のこる","v","남다","reading","2"
"残る","のこる","v","남다","meaning_to_japanese","2"
"残る","のこる","v","남다","japanese_to_meaning","2"
"登る","のぼる","v","오르다","reading","2"
"登る","のぼる","v","오르다","meaning_to_japanese","2"
"登る","のぼる","v","오르다","japanese_to_meaning","2"
"飲み物","のみもの","n","음료","reading","2"
"飲み物","のみもの","n","음료","meaning_to_japanese","2"
"飲み物","のみもの","n","음료","japanese_to_meaning","2"
"飲む","のむ","v","마시다","reading","2"
"飲む","のむ","v","마시다","meaning_to_japanese","2"
"飲む","のむ","v","마시다","japanese_to_meaning","2"
"乗る","のる","v","타다","reading","2"
"乗る","のる","v","타다","meaning_to_japanese","2"
"乗る","のる","v","타다","japanese_to_meaning","2"
"葉","は","n","잎","reading","1"
"葉","は","n","잎","meaning_to_japanese","1"
